,route,depature,error
945,A->C->D,1900-01-01 08:31:00,7.451798817977306
946,A->C->D,1900-01-01 09:58:00,7.403029261150252
947,A->C->D,1900-01-01 15:36:00,7.921827108236926
948,B->C->E,1900-01-01 16:40:00,0.9685934100712075
949,A->C->D,1900-01-01 13:23:00,6.7405585702774715
950,B->C->E,1900-01-01 08:42:00,0.0273036765460688
951,B->C->E,1900-01-01 07:12:00,2.382358743999532
952,A->C->D,1900-01-01 14:21:00,11.414309732573727
953,B->C->E,1900-01-01 07:48:00,2.8990127730326947
954,B->C->E,1900-01-01 14:00:00,1.2127205020694305
955,B->C->E,1900-01-01 16:26:00,5.192941675070685
956,B->C->D,1900-01-01 09:47:00,2.3440513128342104
957,A->C->D,1900-01-01 07:16:00,2.8692140669402875
958,B->C->D,1900-01-01 15:33:00,0.2643337990481456
959,A->C->D,1900-01-01 07:26:00,1.7381038796106338
960,A->C->D,1900-01-01 12:52:00,2.9161729919509582
961,B->C->E,1900-01-01 16:18:00,0.2852474380089518
962,A->C->D,1900-01-01 15:53:00,4.488799531219911
963,A->C->D,1900-01-01 10:43:00,3.8945320312745366
964,A->C->E,1900-01-01 08:34:00,2.6639783187980015
965,A->C->E,1900-01-01 13:18:00,8.153411453889817
966,B->C->D,1900-01-01 09:55:00,7.402114950794271
967,A->C->E,1900-01-01 13:19:00,0.15161368323873603
968,B->C->D,1900-01-01 14:07:00,1.85123497000086
969,B->C->D,1900-01-01 12:40:00,0.48100242283727823
970,B->C->E,1900-01-01 13:38:00,1.0411203460107288
971,B->C->D,1900-01-01 07:56:00,8.39565706437611
972,B->C->E,1900-01-01 07:06:00,1.3131294217958498
973,A->C->D,1900-01-01 08:10:00,11.908351444842069
974,A->C->D,1900-01-01 16:56:00,10.71319882199424
975,A->C->D,1900-01-01 15:59:00,9.96456929077874
976,B->C->D,1900-01-01 09:14:00,1.9398671754331787
977,A->C->E,1900-01-01 08:14:00,0.6999337318196979
978,B->C->D,1900-01-01 08:36:00,1.5862483135217786
979,A->C->D,1900-01-01 08:32:00,0.7192165484340478
980,B->C->E,1900-01-01 14:53:00,3.8725012687190485
981,B->C->D,1900-01-01 13:27:00,4.69593081603891
982,B->C->D,1900-01-01 14:12:00,8.882871321129244
983,B->C->E,1900-01-01 09:34:00,1.9305436853902904
984,A->C->E,1900-01-01 16:36:00,6.797452864974957
985,B->C->E,1900-01-01 09:59:00,1.2189991945722625
986,B->C->D,1900-01-01 14:02:00,3.846103307419554
987,A->C->D,1900-01-01 10:27:00,8.562466640127312
988,B->C->E,1900-01-01 14:07:00,0.7065119553596588
989,A->C->E,1900-01-01 15:35:00,2.9071168746911553
990,B->C->E,1900-01-01 14:51:00,0.10442229054638119
991,B->C->D,1900-01-01 16:09:00,3.0845934209691848
992,A->C->E,1900-01-01 08:38:00,2.343212763806349
993,B->C->E,1900-01-01 12:29:00,0.14051010109869821
994,A->C->E,1900-01-01 16:46:00,7.220524841535891
995,A->C->E,1900-01-01 13:41:00,2.1120627289148644
996,A->C->D,1900-01-01 12:11:00,7.925295525364476
997,B->C->D,1900-01-01 15:52:00,3.846499127022753
998,B->C->D,1900-01-01 12:45:00,1.1628622992184887
999,A->C->D,1900-01-01 07:30:00,6.149769775907885
1000,A->C->E,1900-01-01 11:32:00,5.3439751429048385
1001,A->C->E,1900-01-01 10:45:00,0.5715296364941622
1002,A->C->D,1900-01-01 14:29:00,0.3926120996519984
1003,B->C->D,1900-01-01 14:33:00,8.507420078077743
1004,B->C->E,1900-01-01 14:59:00,2.196728053484577
1005,A->C->E,1900-01-01 10:38:00,4.558945241936556
1006,B->C->E,1900-01-01 09:49:00,2.8963830091005036
1007,A->C->E,1900-01-01 12:43:00,2.2163334266777923
1008,B->C->D,1900-01-01 15:41:00,2.3833381937286333
1009,A->C->E,1900-01-01 10:12:00,0.4877967949916524
1010,A->C->D,1900-01-01 15:46:00,0.7037963503846072
1011,A->C->D,1900-01-01 09:53:00,0.4769980634261515
1012,A->C->E,1900-01-01 09:24:00,2.4259102137562536
1013,A->C->E,1900-01-01 10:31:00,4.453639152621037
1014,A->C->D,1900-01-01 13:50:00,4.362068948908856
1015,B->C->E,1900-01-01 12:42:00,0.00948676367590906
1016,A->C->E,1900-01-01 11:04:00,4.605687278864778
1017,B->C->E,1900-01-01 13:09:00,1.3210187135924798
1018,B->C->D,1900-01-01 08:39:00,1.2619188362293698
1019,A->C->E,1900-01-01 16:12:00,0.15940063939899574
1020,A->C->D,1900-01-01 14:29:00,7.392612099651998
1021,B->C->D,1900-01-01 09:04:00,1.2982920830094997
1022,A->C->E,1900-01-01 16:39:00,4.792059553021701
1023,B->C->D,1900-01-01 10:38:00,7.4557130153337425
1024,A->C->E,1900-01-01 08:24:00,4.68195602530885
1025,A->C->E,1900-01-01 16:46:00,5.779475158464109
1026,A->C->D,1900-01-01 15:44:00,5.182375461247389
1027,A->C->E,1900-01-01 15:24:00,2.073107648146916
1028,B->C->E,1900-01-01 10:23:00,1.7991690331327135
1029,A->C->D,1900-01-01 11:18:00,8.31753711147367
1030,A->C->D,1900-01-01 13:54:00,6.207882520574586
