,route,depature,error
307,B->C->D,1900-01-01 10:36:00,0.8115431560584625
308,B->C->D,1900-01-01 09:04:00,3.7017079169905003
309,A->C->D,1900-01-01 13:37:00,7.766865485343303
310,B->C->E,1900-01-01 07:54:00,3.1702165491709593
311,A->C->E,1900-01-01 12:54:00,1.8034420504841364
312,B->C->D,1900-01-01 07:43:00,2.003933840340295
313,B->C->D,1900-01-01 16:10:00,4.870668153246669
314,A->C->E,1900-01-01 10:22:00,0.4698190884808042
315,B->C->E,1900-01-01 08:27:00,2.1457696289630945
316,B->C->D,1900-01-01 09:51:00,4.364182470638269
317,A->C->D,1900-01-01 13:14:00,0.18069970387470846
318,B->C->D,1900-01-01 12:40:00,3.5189975771627218
319,A->C->E,1900-01-01 13:30:00,5.868161793923207
320,A->C->D,1900-01-01 11:02:00,9.684019080230087
321,A->C->E,1900-01-01 07:01:00,10.16882901065108
322,A->C->E,1900-01-01 15:21:00,0.06771433619366007
323,A->C->E,1900-01-01 16:29:00,4.18996274046745
324,A->C->D,1900-01-01 07:48:00,2.6346245621879376
325,A->C->D,1900-01-01 13:30:00,5.473938435383857
326,A->C->E,1900-01-01 09:37:00,1.4492812322203719
327,B->C->E,1900-01-01 09:12:00,2.373450287564438
328,A->C->E,1900-01-01 10:29:00,11.542765306076788
329,B->C->D,1900-01-01 07:15:00,1.3207378878205986
330,B->C->D,1900-01-01 09:18:00,3.1063490541583008
331,B->C->E,1900-01-01 15:15:00,0.6186604206389745
332,A->C->E,1900-01-01 16:48:00,2.7758796171619338
333,A->C->D,1900-01-01 11:03:00,4.199097570702989
334,A->C->D,1900-01-01 11:42:00,1.7855479417113997
335,A->C->E,1900-01-01 14:16:00,3.9508592438731256
336,B->C->E,1900-01-01 08:27:00,2.8542303710369055
337,B->C->E,1900-01-01 15:19:00,1.7307450105759017
338,B->C->E,1900-01-01 12:07:00,3.697603498924522
339,A->C->D,1900-01-01 07:06:00,8.862960792772043
340,B->C->E,1900-01-01 12:50:00,7.101792526614162
341,A->C->D,1900-01-01 08:08:00,2.390720215962645
342,A->C->E,1900-01-01 12:12:00,4.727935683138568
